jMRUI Data Textfile

Filename: mm3_corrected.txt

PointsInDataset: 32768     
DatasetsInFile: 1         
SamplingInterval: 3.3333E-2 
ZeroOrderPhase: 0E0       
BeginTime: 0E0       
TransmitterFrequency: 2.9722E8  
MagneticField: 0E0       
TypeOfNucleus: 0E0       
NameOfPatient: 
DateOfExperiment: 
Spectrometer: 
AdditionalInfo: 


Signal and FFT
sig(real)	sig(imag)	fft(real)	fft(imag)
Signal 1 out of 1 in file
-6.7593E-1	-2.8121E-1	2.275E-7	3.8583E-2
-7.1217E-1	-1.685E-1	2.5808E-7	3.862E-2
-7.2976E-1	-5.1476E-2	2.8965E-7	3.8656E-2
-7.2825E-1	6.6814E-2	3.2268E-7	3.8693E-2
-7.077E-1	1.8327E-1	3.577E-7	3.873E-2
-6.6866E-1	2.9485E-1	3.952E-7	3.8767E-2
-6.1216E-1	3.9864E-1	4.3556E-7	3.8804E-2
-5.3969E-1	4.9193E-1	4.789E-7	3.884E-2
-4.5317E-1	5.7229E-1	5.2496E-7	3.8877E-2
-3.5485E-1	6.3762E-1	5.7302E-7	3.8914E-2
-2.4733E-1	6.8623E-1	6.2188E-7	3.8951E-2
-1.3342E-1	7.1686E-1	6.6983E-7	3.8988E-2
-1.6112E-2	7.2872E-1	7.1482E-7	3.9024E-2
1.0153E-1	7.2151E-1	7.5457E-7	3.9061E-2
2.1644E-1	6.9545E-1	7.8688E-7	3.9098E-2
3.2559E-1	6.5121E-1	8.098E-7	3.9135E-2
4.2615E-1	5.8999E-1	8.2196E-7	3.9171E-2
5.1549E-1	5.1338E-1	8.227E-7	3.9208E-2
5.9128E-1	4.234E-1	8.1229E-7	3.9245E-2
6.5155E-1	3.2242E-1	7.9185E-7	3.9282E-2
6.9473E-1	2.1309E-1	7.6335E-7	3.9318E-2
7.1972E-1	9.827E-2	7.2936E-7	3.9355E-2
7.2586E-1	-1.9029E-2	6.9284E-7	3.9392E-2
7.1302E-1	-1.3574E-1	6.5675E-7	3.9429E-2
6.8154E-1	-2.4881E-1	6.2379E-7	3.9466E-2
6.3227E-1	-3.5528E-1	5.9611E-7	3.9502E-2
5.665E-1	-4.5238E-1	5.751E-7	3.9539E-2
4.8597E-1	-5.3757E-1	5.6124E-7	3.9576E-2
3.928E-1	-6.0864E-1	5.5417E-7	3.9613E-2
2.8943E-1	-6.6373E-1	5.5271E-7	3.965E-2
1.7858E-1	-7.0142E-1	5.5504E-7	3.9687E-2
6.3143E-2	-7.2075E-1	5.5897E-7	3.9723E-2
-5.3849E-2	-7.212E-1	5.6215E-7	3.976E-2
-1.6934E-1	-7.028E-1	5.6234E-7	3.9797E-2
-2.803E-1	-6.6604E-1	5.5767E-7	3.9834E-2
-3.8385E-1	-6.1189E-1	5.4682E-7	3.9871E-2
-4.7727E-1	-5.4178E-1	5.2915E-7	3.9907E-2
-5.5813E-1	-4.5757E-1	5.0476E-7	3.9944E-2
-6.2433E-1	-3.6146E-1	4.7451E-7	3.9981E-2
-6.7415E-1	-2.5598E-1	4.3987E-7	4.0018E-2
-7.0631E-1	-1.439E-1	4.0282E-7	4.0055E-2
-7.1996E-1	-2.8142E-2	3.6555E-7	4.0091E-2
-7.1478E-1	8.8249E-2	3.3024E-7	4.0128E-2
-6.9091E-1	2.0223E-1	2.9875E-7	4.0165E-2
-6.4899E-1	3.1083E-1	2.7234E-7	4.0202E-2
-5.9014E-1	4.1121E-1	2.5146E-7	4.0239E-2
-5.1591E-1	5.0075E-1	2.3566E-7	4.0276E-2
-4.2826E-1	5.7712E-1	2.2349E-7	4.0312E-2
-3.2948E-1	6.3833E-1	2.1271E-7	4.0349E-2
-2.2217E-1	6.828E-1	2.0045E-7	4.0386E-2
-1.0914E-1	7.0937E-1	1.836E-7	4.0423E-2
