jMRUI Data Textfile

Filename: mm4.txt

PointsInDataset: 32768     
DatasetsInFile: 1         
SamplingInterval: 3.333E-2  
ZeroOrderPhase: 0E0       
BeginTime: 0E0       
TransmitterFrequency: 2.9722E8  
MagneticField: 0E0       
TypeOfNucleus: 1E0       
NameOfPatient: 
DateOfExperiment: 
Spectrometer: 
AdditionalInfo: 


Signal and FFT
sig(real)	sig(imag)	fft(real)	fft(imag)
Signal 1 out of 1 in file
-9.931E-2	-4.4804E-2	1.7234E-8	3.9384E-3
-1.0337E-1	-3.4384E-2	2.2363E-8	3.9437E-3
-1.0634E-1	-2.3603E-2	2.5463E-8	3.949E-3
-1.0819E-1	-1.2575E-2	2.7624E-8	3.9543E-3
-1.089E-1	-1.4167E-3	2.9975E-8	3.9596E-3
-1.0846E-1	9.7543E-3	3.3017E-8	3.9649E-3
-1.0688E-1	2.082E-2	3.6301E-8	3.9701E-3
-1.0417E-1	3.1665E-2	3.8605E-8	3.9754E-3
-1.0037E-1	4.2174E-2	3.8543E-8	3.9807E-3
-9.5505E-2	5.2237E-2	3.5282E-8	3.986E-3
-8.9638E-2	6.1747E-2	2.9039E-8	3.9913E-3
-8.2827E-2	7.0604E-2	2.1118E-8	3.9966E-3
-7.5145E-2	7.8716E-2	1.3456E-8	4.0019E-3
-6.6673E-2	8.5997E-2	7.8802E-9	4.0072E-3
-5.7499E-2	9.237E-2	5.4148E-9	4.0125E-3
-4.7722E-2	9.7769E-2	5.9876E-9	4.0178E-3
-3.7443E-2	1.0214E-1	8.6543E-9	4.0231E-3
-2.6772E-2	1.0543E-1	1.216E-8	4.0284E-3
-1.5821E-2	1.0761E-1	1.5439E-8	4.0337E-3
-4.7054E-3	1.0865E-1	1.7741E-8	4.039E-3
6.4576E-3	1.0855E-1	1.8345E-8	4.0443E-3
1.755E-2	1.073E-1	1.6193E-8	4.0496E-3
2.8456E-2	1.0493E-1	9.8345E-9	4.0549E-3
3.9059E-2	1.0145E-1	-2.1202E-9	4.0602E-3
4.9249E-2	9.6899E-2	-2.0181E-8	4.0655E-3
5.8918E-2	9.133E-2	-4.3232E-8	4.0708E-3
6.7964E-2	8.48E-2	-6.8329E-8	4.0761E-3
7.6291E-2	7.7377E-2	-9.1291E-8	4.0814E-3
8.3814E-2	6.9141E-2	-1.0795E-7	4.0867E-3
9.0451E-2	6.0178E-2	-1.1558E-7	4.0921E-3
9.6134E-2	5.0582E-2	-1.1374E-7	4.0974E-3
1.008E-1	4.0456E-2	-1.043E-7	4.1027E-3
1.0441E-1	2.9905E-2	-9.0509E-8	4.108E-3
1.0691E-1	1.9041E-2	-7.5741E-8	4.1133E-3
1.0829E-1	7.9795E-3	-6.2552E-8	4.1186E-3
1.0853E-1	-3.1642E-3	-5.2315E-8	4.1239E-3
1.0762E-1	-1.4272E-2	-4.5375E-8	4.1293E-3
1.0558E-1	-2.5227E-2	-4.1361E-8	4.1346E-3
1.0242E-1	-3.5914E-2	-3.9428E-8	4.1399E-3
9.819E-2	-4.6221E-2	-3.8379E-8	4.1452E-3
9.2924E-2	-5.6038E-2	-3.6805E-8	4.1505E-3
8.668E-2	-6.5262E-2	-3.3286E-8	4.1558E-3
7.9524E-2	-7.3796E-2	-2.6649E-8	4.1611E-3
7.1531E-2	-8.1551E-2	-1.6193E-8	4.1664E-3
6.2787E-2	-8.8445E-2	-1.8676E-9	4.1717E-3
5.3383E-2	-9.4406E-2	1.5621E-8	4.177E-3
4.3418E-2	-9.937E-2	3.4832E-8	4.1823E-3
3.2998E-2	-1.0329E-1	5.3833E-8	4.1876E-3
2.2232E-2	-1.0611E-1	7.0663E-8	4.1929E-3
1.1235E-2	-1.0782E-1	8.3823E-8	4.1982E-3
1.2193E-4	-1.0839E-1	9.2481E-8	4.2035E-3
-1.099E-2	-1.0782E-1	9.6245E-8	4.2088E-3
-2.1984E-2	-1.0611E-1	9.4658E-8	4.214E-3
-3.2743E-2	-1.0329E-1	8.69E-8	4.2193E-3
-4.3155E-2	-9.9378E-2	7.2103E-8	4.2246E-3
