jMRUI Data Textfile

Filename: NAA_AcetylMoiety.txt

PointsInDataset: 32768     
DatasetsInFile: 1         
SamplingInterval: 3.3333E-2 
ZeroOrderPhase: 0E0       
BeginTime: 0E0       
TransmitterFrequency: 2.9722E8  
MagneticField: 0E0       
TypeOfNucleus: 0E0       
NameOfPatient: 
DateOfExperiment: 
Spectrometer: 
AdditionalInfo: 


Signal and FFT
sig(real)	sig(imag)	fft(real)	fft(imag)
Signal 1 out of 1 in file
-5.0868E-1	2.7585E0	-1.4087E-5	1.6244E-1
-4.1444E-2	2.804E0	-1.2995E-5	1.6259E-1
4.267E-1	2.7709E0	-1.0629E-5	1.6274E-1
8.8265E-1	2.6602E0	-1.0266E-5	1.6288E-1
1.3136E0	2.475E0	-1.092E-5	1.6302E-1
1.7076E0	2.2207E0	-9.102E-6	1.6317E-1
2.0535E0	1.9042E0	-8.754E-6	1.6331E-1
2.3417E0	1.5346E0	-1.0424E-5	1.6346E-1
2.5642E0	1.1223E0	-1.2898E-5	1.636E-1
2.7148E0	6.7866E-1	-1.3412E-5	1.6375E-1
2.7892E0	2.1629E-1	-1.3369E-5	1.639E-1
2.7854E0	-2.5189E-1	-1.3146E-5	1.6404E-1
2.7037E0	-7.1276E-1	-1.162E-5	1.6419E-1
2.5463E0	-1.1534E0	-1.0393E-5	1.6434E-1
2.3176E0	-1.5615E0	-9.2361E-6	1.6448E-1
2.0241E0	-1.9257E0	-8.895E-6	1.6462E-1
1.6741E0	-2.2358E0	-9.57E-6	1.6477E-1
1.2774E0	-2.483E0	-1.0552E-5	1.6491E-1
8.4517E-1	-2.6606E0	-1.1087E-5	1.6506E-1
3.8946E-1	-2.7635E0	-1.0775E-5	1.6521E-1
-7.6917E-2	-2.789E0	-1.0307E-5	1.6535E-1
-5.4089E-1	-2.7364E0	-1.1518E-5	1.655E-1
-9.8946E-1	-2.6072E0	-1.2469E-5	1.6564E-1
-1.4101E0	-2.405E0	-1.198E-5	1.6579E-1
-1.791E0	-2.1355E0	-1.1202E-5	1.6593E-1
-2.1215E0	-1.8064E0	-1.1881E-5	1.6608E-1
-2.3925E0	-1.4269E0	-1.2127E-5	1.6623E-1
-2.5962E0	-1.0076E0	-1.0645E-5	1.6637E-1
-2.7272E0	-5.6027E-1	-9.7207E-6	1.6652E-1
-2.7817E0	-9.7514E-2	-1.1353E-5	1.6666E-1
-2.7583E0	3.6772E-1	-1.2601E-5	1.6681E-1
-2.6576E0	8.2241E-1	-1.2251E-5	1.6695E-1
-2.4825E0	1.2538E0	-1.2434E-5	1.671E-1
